name,category,Protein,Carbohydrates,Sugar,Fat,Sodium,nutrient_grade,allergen,nutrient_score,grade
Mirinda - PepsiCo Inc. - 250 ml,drinks,0.0,13.8,13.8,0.0,15.24,Ultra-processed foods,Allergens: Milk,,
maaza - coco-cola - 200ml,drinks,0.0,12.5,12.3,0.0,0.0,Nutri-Score E,Allergens: Milk,,
Lehar Soda 750ml pet - Pepsico,drinks,0.0,0.0,0.0,0.0,0.0,Unprocessed or minimally processed foods,Allergens: Milk,,
Pepsi - Pepsico - 1 8902080104024,drinks,0.0,10.9,10.9,0.0,0.0,Not available,Allergens: Milk,,
Herbalife Nutrition Afresh Energy Drink Mix,drinks,5.0,83.0,11.0,0.0,0.25,Ultra-processed foods,Allergens: Milk,,
Sting Blue Current - PepsiCo - 250 ml,drinks,0.0,6.8,6.8,0.0,0.078,Nutri-Score E,Allergens: Milk,,
8902346050287,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Smoodh Lassi - 180ml,drinks,1.6,15.6,13.4,1.0,0.184,Nutri-Score E,Allergens: Milk,,
Apple drink - johnson and Johnson - 200 ml,drinks,0.0,12.0,12.0,0.0,0.292,Nutri-Score E,Allergens: Apple,,
Swing Juicier Drink Yummy Guava - Paper boat - 125 ml,drinks,0.0,14.0,13.5,0.0,0.182,Average impact of products of the same category: D (Score: 41/100),Allergens: Apple,41.0,D
Tata Gluco+ Orange - 180 ml,drinks,0.0,10.3,10.3,0.0,0.115,Nutri-Score E,Allergens: Apple,,
Mountain Dew - Pepsico,drinks,0.0,12.3,12.3,0.0,0.0,Not available,Allergens: Apple,,
7up - PepsiCo - 500 ml,drinks,0.0,0.0,0.0,0.0,0.0,Nutri-Score C,Allergens: Apple,,
Campa Lemon - Campa Cola - 500ml,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Apple,,
Ocean Fruit drink crispy apple flavour 500ml - 6,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Apple,,
8901262261234,drinks,3.0,4.71,4.71,0.0,0.0,Nutri-Score C,Allergens: Apple,,
Pepsi Cola Zero Sugar 250ml Can - pepsico - 7,drinks,0.0,0.0,0.0,0.0,0.013,Ultra-processed foods,Allergens: Apple,,
Mountain Dew - MEWATI 🔔 - 1.25 l,drinks,0.0,12.3,12.3,0.0,0.02,Nutri-Score E,Allergens: Apple,,
Amul kool elaichi 180ml - 180 ml,drinks,3.11,12.5,12.5,1.89,0.108,Nutri-Score E,Allergens: Milk,,
Glucon D 500g cbd - Dabur,drinks,0.0,90.0,0.0,0.0,0.0,Nutri-Score E,Allergens: Milk,,
Cadbury,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Appy fizz - Parle Agro - 600ml,drinks,0.0,14.0,13.9,0.0,0.0,Not available,Allergens: Milk,,
Campa (cola) 500ml pet,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
soya drink - sofit - 180 ml,drinks,3.22,1.78,0.0,0.0,0.046,Average impact of products of the same category: A (Score: 89/100),Allergens: Milk,89.0,A
Gatorade orange flv - Pepsico,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Milk,,
8902080002375,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Coca Cola Zero Sugar - 750 ml,drinks,0.0,0.0,0.0,0.0,0.019,Nutri-Score C,Allergens: Milk,,
Peace Juice Drink With Real Fruit Pulp - T'Best - 238ml,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 64/100),Allergens: Milk,64.0,B
Badam drink mix - MTR - 500g,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 79/100),Allergens: Milk,79.0,A
Frooti Mango Drink - Parle Agro - 150ml,drinks,0.0,16.2,15.7,0.0,0.0,Green-Score A,Allergens: Milk,,
Protein Buttermilk - Amul - 200 ml,drinks,7.5,4.0,4.0,0.3,0.125,Nutri-Score B,Allergens: Milk,,
Glucon-D - 300 - 200g,drinks,0.0,92.0,45.0,0.0,0.0,Not available,Allergens: Milk,,
Drink - 8901764022708 - fanta,drinks,0.0,14.0,13.79,0.5,0.0,Not available,Allergens: Milk,,
Charged berry bolt - Thums Up - 250 ml,drinks,0.0,15.4,15.3,0.0,0.034,Nutri-Score E,Allergens: Milk,,
Sprite Lemon drink 300ml can - 2,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Pre X5 - Doctor's Choice - 350g,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Cavin's Vanilla Milkshake - CavinKare - 200ml,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 54/100),Allergens: Milk,54.0,C
Limonata - Bisleri - 160 ml,drinks,0.0,11.7,11.5,0.0,0.007,Nutri-Score E,Not available,,
Campa Lemon Flv 1ltr - Reliance - 6,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Gluco+ Strawberry Jelly Energy Drink - Tata,drinks,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,Allergens: Milk,,
Nutricharge Kids Nutrition Drink - 300g,drinks,23.0,59.0,39.11,3.5,1.428,Nutri-Score E,"Allergens: Milk, Soybeans",,
Badam drink mix - MTR - 500g,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 79/100),"Allergens: Milk, Soybeans",79.0,A
ORSL Plus Electrolyte Drink Orange - Johnson & Johnson - 200 ml,drinks,0.0,12.0,11.0,0.0,0.292,Nutri-Score E,"Allergens: Milk, Soybeans",,
Red bull energy drink 350ml - 3,drinks,7.0,3.0,2.0,4.0,8.0,Nutri-Score E,"Allergens: Milk, Soybeans",,
Fanta Apple Delite,drinks,0.0,12.1,11.0,0.0,0.021,Nutri-Score E,"Allergens: Milk, Soybeans",,
Ocean Fruit drink pink guava fruit flavour 500ml - 3,drinks,0.5,10.0,10.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Dhisoom - Parle Agro - 125ml,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 74/100),"Allergens: Milk, Soybeans",74.0,B
Mountain dew 250ml - pepsi - 6,drinks,0.0,12.3,12.3,0.0,0.04,Nutri-Score E,"Allergens: Milk, Soybeans",,
Coke - Coca-Cola - 355 ml,drinks,0.0,0.0,0.0,0.0,0.02,Nutri-Score B,"Allergens: Milk, Soybeans",,
Classic Cold Coffee - Beanstalk Co,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Milk,,
Basil Sabja Seeds Mixed Fruit - Paper Boat - 250 ml,drinks,0.0,13.6,12.0,0.0,0.242,Nutri-Score E,Allergens: Milk,,
Budweiser Beats - AB InBev - 250ml,drinks,0.0,9.0,9.0,0.0,0.0,Not available,Allergens: Milk,,
Low fat chocolate - L-men - 200 ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Frooti Mango Drink 1.2ltr - 15,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
glucon D - zydus wellness - 1kg,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Coca Cola Zero Sugar,drinks,0.0,0.0,0.0,0.0,0.013,Nutri-Score B,Allergens: Milk,,
Almond Milk - Raw Pressery,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 79/100),Allergens: Milk,79.0,A
Soya Chocolate Flavor Drink - Hershey's Sofit - 1L,drinks,3.2,12.3,10.2,0.18,0.292,Nutri-Score C,Allergens: Milk,,
Nescafe Iced Latte - 180ml,drinks,3.0,12.1,8.5,2.4,0.082,Nutri-Score E,Allergens: Milk,,
Pasteurized Toned Milk - PDDP - 475 ml,drinks,3.3,5.0,0.0,0.07,0.095,Unprocessed or minimally processed foods,Allergens: Milk,,
Sofit Soya Chocolate Flavor Drink - Hershey's,drinks,3.22,12.2,10.0,0.167,0.292,Average impact of products of the same category: A (Score: 89/100),Allergens: Milk,89.0,A
mixed fruit - paperboat - 150 ml,drinks,0.0,14.8,11.2,0.0,0.0,Nutri-Score C,Allergens: Milk,,
Smoodh Chocolate - Parlē Agro - 150 ml,drinks,2.2,14.7,13.9,0.05,0.17,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Millet",49.0,C
Cavins butterscotch milkshake - Cavin’s - 180ml,drinks,3.2,15.0,10.6,4.0,0.0,Green-Score C,"Allergens: Milk, Nuts",,
Chocolate Oat Drink - Oatey - 200ml,drinks,1.0,8.6,9.8,0.7,0.112,Average impact of products of the same category: B (Score: 72/100),"Allergens: Milk, Nuts",72.0,B
Mountain Dew - 1,drinks,0.0,12.3,12.3,0.0,0.041,Processed foods,"Allergens: Milk, Nuts",,
Sting Energy Drink - 250ml,drinks,0.0,7.0,6.8,0.0,0.102,Nutri-Score E,"Allergens: Milk, Nuts",,
Bournvita - cadbury - 25g,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",49.0,C
Classic Cold Coffee - Cothas - 250 ml,drinks,3.4,13.3,9.0,2.1,0.0,Processed foods,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",,
Malty Original Non-Alcoholic - 160ml,drinks,0.0,9.3,8.6,0.0,0.035,Not available,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",,
The Red Edition Energy Drink - Redbull - 250ml,drinks,0.0,11.0,11.0,0.0,0.088,Nutri-Score E,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites",,
milk shake almond flavor - Hershey's - 180ml,drinks,3.0,29.0,25.0,2.5,0.258,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Nuts",57.0,C
Swing+ Slurpy Mango - Paper Boat - 250 ml,drinks,0.0,15.7,13.7,0.0,0.008,Average impact of products of the same category: B (Score: 64/100),"Allergens: Milk, Nuts",64.0,B
Belgian Chocolate Milkshake - Cavin's - 170ml,drinks,5.8,27.0,25.1,0.1,0.402,Nutri-Score E,Allergens: Milk,,
ots - mtr - 48g,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 47/100),Allergens: Milk,47.0,C
Horlicks Classic Malt - 200g,drinks,11.0,79.0,13.5,1.4,1.0,Nutri-Score E,Allergens: Milk,,
Classic Lemonade - Cravova,drinks,0.0,11.5,11.0,0.0,0.05,Nutri-Score E,Allergens: Milk,,
Soya Drink Vanilla Flavour - sofit - 200 ml,drinks,3.2,12.6,11.8,0.0,0.295,Average impact of products of the same category: A (Score: 89/100),Allergens: Milk,89.0,A
Dexolac 1 - Nutricia - 200 g,drinks,10.5,60.5,42.5,0.7,0.425,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Soybeans",51.0,C
Paper Boat Apple Drink 150ml - 150 ml,drinks,0.0,13.8,12.0,0.0,0.146,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Soybeans",70.0,B
Black - Pepsi - Bottle of 600ml,drinks,0.0,0.0,0.0,0.0,0.006,Nutri-Score C,"Allergens: Milk, Soybeans",,
Apple drinks - Bilz - 300 ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Kenty's Badam Flavoured Milk - 200 ml,drinks,0.0,0.0,8.0,0.0,0.0,Ultra-processed foods,Not available,,
Horlicks Classic Malt - 200g,drinks,11.0,79.0,13.5,1.4,1.0,Nutri-Score E,Not available,,
Health mix drink powder - Brawn health care - 350g,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Black - Pepsi - Bottle of 600ml,drinks,0.0,0.0,0.0,0.0,0.006,Nutri-Score C,Not available,,
Paper Boat Apple Drink 150ml - 150 ml,drinks,0.0,13.8,12.0,0.0,0.146,Average impact of products of the same category: B (Score: 70/100),Not available,70.0,B
Bfizz - Fizz - 160ml,drinks,0.0,0.0,0.0,0.0,0.0,Processed foods,Not available,,
Sting Energy Drink - 250ml,drinks,0.0,7.0,6.8,0.0,0.102,Nutri-Score E,"Allergens: Gluten, Milk, Millet",,
Swing+ Slurpy Mango - Paper Boat - 250 ml,drinks,0.0,15.7,13.7,0.0,0.008,Average impact of products of the same category: B (Score: 64/100),"Allergens: Gluten, Milk, Millet",64.0,B
Apple Drink - Breeo,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Millet",70.0,B
Sofit Soya Drink Chocolate - 200 ml,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 89/100),"Allergens: Gluten, Milk, Millet",89.0,A
Sapphire Poko Loko Lychee Flavoured Juice Drink - 300ml,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Gluten, Milk, Millet",,
Indian tonic water - Sepoy & Co.,drinks,0.0,5.4,4.8,0.0,0.0,Not available,"Allergens: Gluten, Milk, Millet",,
"Strawberry, Chocolate, Jaggery - again - 180 ml",drinks,3.0,12.0,11.0,0.1,0.0,Nutri-Score C,Allergens: Milk,,
Thick Shake Chocolate Flavour - Godrej Jersey - 180 ml,drinks,3.2,17.3,12.0,0.05,0.11,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk,49.0,C
Amul Kool Royal Elaichi Flavour,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Kombucha - Borecha,drinks,0.08,2.5,2.5,0.0,0.002,Nutri-Score B,Allergens: Milk,,
Mirinda - Pepsico - 475 ml,drinks,0.0,13.8,13.8,0.0,0.015,Nutri-Score E,Allergens: Milk,,
Fanta - coca cola company - 750ml,drinks,0.0,0.0,13.7,13.7,0.056,Nutri-Score E,Allergens: Milk,,
Caravova Classic Mojito - CRAVOVA - 1 /200ml,drinks,0.0,14.0,13.6,0.0,0.0,Nutri-Score C,Allergens: Milk,,
Epigamia Refresh Lassi,drinks,1.6,17.3,14.0,0.0,0.107,Nutri-Score E,Allergens: Milk,,
Patanjali Mango Drink - 500ml,drinks,0.65,15.1,0.0,0.0,0.005,Processed foods,Allergens: Milk,,
FRUIT DRINK - PRAN - 150 ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Sweet Lassi - Thirumala - 160 ml,drinks,2.4,19.0,15.0,1.6,0.088,Unprocessed or minimally processed foods,Allergens: Milk,,
Sofit Soya Drink (Kesar Pista Flavour) - Hershey's India - 1 l,drinks,0.009,10.8,9.82,0.0,0.241,Green-Score A,Allergens: Soybeans,,
Rev - Bisleri - 160 ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Raspberry lucozade sport,drinks,1.2,6.3,3.5,0.0,0.12,Nutri-Score E,Allergens: Soybeans,,
Mother Dairy Masala Chach,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Aachi Badam Drink,drinks,5.06,83.97,72.8,3.75,0.0,Not available,Allergens: Soybeans,,
Rajam Badam drink mix,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Milk, Nuts",,
9907480002337,drinks,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
0769503153063,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 74/100),"Allergens: Milk, Nuts",74.0,B
coolberg high on strawberry - 330ml,drinks,0.0,8.6,2.95,0.0,0.007,Nutri-Score D,Allergens: Gluten,,
Two Brothers Thandai Drink Mix - 150g,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Nuts,,
Campa energy drink 200ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Pepsi - 500ml,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Nuts,,
Almond milk unsweetened - So Good,drinks,0.6,0.3,0.1,0.0,0.09,Average impact of products of the same category: A (Score: 79/100),Allergens: Nuts,79.0,A
8901012350034,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Nuts,,
Protinex Original - Danone - 400 g,drinks,34.0,53.3,32.0,0.42,612.5,Nutri-Score E,Allergens: Nuts,,
glucose D - pure,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 47/100),Allergens: Nuts,47.0,C
Appy - parle agro - 160ml,drinks,0.0,15.8,15.8,0.0,0.0,Not available,Allergens: Nuts,,
Almond Drink,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 79/100),Allergens: Nuts,79.0,A
Sofit Soya Drink Vanilla Flavour - Hershey's - 1l,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Soybeans,,
Coca-Cola 33cl - 330 ml,drinks,0.0,10.6,10.6,0.0,0.0,Nutri-Score E,Allergens: Soybeans,,
Yogurt Drink Mango - YoPop,drinks,3.59,11.4,8.45,0.0,0.122,Not available,Allergens: Soybeans,,
Smoodh - parley Agro - 80ml,drinks,3.42,15.33,16.35,1.5,0.2,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk",57.0,C
pio pulpy mix fruit pulp juice - pip pulpy - 150,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 74/100),"Allergens: Gluten, Milk",74.0,B
00708863,drinks,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Protein Lassi - Mango flavour - Amul - 250 ml,drinks,6.0,12.6,4.0,0.2,0.096,Nutri-Score C,Allergens: Milk,,
3948262153300,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 49/100),Not available,49.0,C
pink grapefruit spirulina bluwatee - ful foods - 355ml,drinks,0.0,3.82,0.0,0.0,0.0,Nutri-Score B,Not available,,
500 g,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Protinex Original - Danone - 400 g,drinks,34.0,53.3,32.0,0.42,612.5,Nutri-Score E,Not available,,
Coca-Cola 33cl - 330 ml,drinks,0.0,10.6,10.6,0.0,0.0,Nutri-Score E,Not available,,
Saras Chhach - 500ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Gatorade zero sugar lemon lime - 500 ml,drinks,0.0,0.0,0.0,0.0,0.0,Nutri-Score A,"Allergens: Gluten, Milk",,
Pepsi - 330ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Strawberry Milk Shake -,drinks,3.333,13.889,13.889,0.0,0.125,Average impact of products of the same category: C (Score: 54/100),"Allergens: Gluten, Milk",54.0,C
Munico Millet+ Probiotic Drink,drinks,0.3,1.7,0.0,0.0,0.0,Processed foods,"Allergens: Gluten, Milk",,
ala fresh coconut drink - 250ml,drinks,0.0,7.1,7.0,0.0,0.01,Nutri-Score D,"Allergens: Gluten, Milk",,
Mountain Dew - PepsiCo,drinks,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 74/100),"Allergens: Gluten, Milk",74.0,B
Bournvita - cadbury - 2 kg,drinks,7.0,86.7,37.4,0.9,0.438,Average impact of products of the same category: B (Score: 72/100),"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",72.0,B
Mango drink - 200ml,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Pb health drink classic 500,drinks,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Coca Cola Zero - 600ml,drinks,0.0,0.0,0.0,0.0,0.006,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
uglobe drink with chew,drinks,0.0,13.125,5.625,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Campa cola 2ltr pet,drinks,0.0,10.6,10.6,0.0,0.025,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Jaljeera Drink - Vita,drinks,0.23,16.91,12.61,0.3,0.0,Not available,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
Coke - Coca-Cola - 475ml,drinks,0.0,10.9,10.6,0.0,0.021,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites",,
0943029944019,drinks,0.8,11.5,10.5,0.0,0.01,Nutri-Score E,Allergens: Milk,,
Lemon Flavoured 2ltr - Campa - 2L(2000ml),drinks,0.0,11.5,11.5,0.0,12.5,Nutri-Score E,Allergens: Milk,,
Spyci - Bisleri,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Nu Nectar - 500g,drinks,11.99,80.79,17.26,0.1,0.917,Nutri-Score D,"Allergens: Gluten, Milk",,
Protein+ Soy Beverage - So Good - 1L,drinks,5.5,1.2,0.0,0.0,0.149,Average impact of products of the same category: A (Score: 89/100),Allergens: Soybeans,89.0,A
Campa cricket with electrolytes - 500ml,drinks,0.0,12.7,12.7,0.0,0.218,Nutri-Score E,Allergens: Soybeans,,
Basil seed drink,drinks,0.0,38.0,36.0,0.0,0.0,Not available,Allergens: Soybeans,,
Campa Orange Flv 1ltr pet - Reliance - 6,drinks,0.0,0.0,0.0,0.0,0.0,Unprocessed or minimally processed foods,Allergens: Soybeans,,
Enerzal - 500g,drinks,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Soybeans,,
Paper Boat Jaljeera Drinks 200ml,drinks,0.0,12.0,12.0,0.0,0.892,Not available,Allergens: Soybeans,,
Ocean Fruit drink pink guava fruit flavour 500ml - 3,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Badam drink mix 200g,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Frooti mango drink,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Frooti Mango Drink - Parle - 250ml,drinks,0.0,15.8,15.8,0.0,0.0,Ultra-processed foods,Allergens: Soybeans,,
Campa energy drink 330ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Pio' -  Badam - Verka - 180 ml,drinks,3.15,11.1,11.1,0.0,0.155,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
Campa energy drink 250ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Nestle Lactogrow,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Sofit almond drink -  - 200ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Soya Milk - Hershey's Sofit - 1 L,drinks,3.2,1.8,0.0,0.2,0.046,Unprocessed or minimally processed foods,Allergens: Soybeans,,
Cravova,drinks,0.0,14.0,13.6,0.0,0.0,Ultra-processed foods,Allergens: Soybeans,,
Royalty apple - Celebration drink - 750ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Flaovoured Milk - Chocolate - Hatsun - 200 ml,drinks,7.0,32.0,32.0,10.0,0.0,Processed foods,Allergens: Milk,,
Sula brut - Drink - 750ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
kalimark vibro paneer - 500 ml,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Soy Drink - So Good,drinks,5.55,1.2,0.45,0.3,0.149,Not available,Allergens: Milk,,
Almond Chocolote Flavor Drink - Sofit,drinks,3.2,11.0,0.0,2.6,0.0,Not available,Allergens: Milk,,
Jeera Soda - Tapre,drinks,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Energy Drink Berry Kick - Campa - 185 ml,drinks,0.0,10.5,10.5,0.0,0.0,Not available,Allergens: Milk,,
Energy Drink Berry Kick - Campa - 185 ml,drinks,0.0,10.5,10.5,0.0,0.0,Not available,Not available,,
