name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
limca - coco-cola - 500ml,drinks,,+23%,+121%,,,-100%,Nutri-Score E,Allergens: Milk
7up 2.25 - 99,drinks,0 g,11.7 g,11.7 g,0 g,0 g,0.045 g,Nutri-Score E,Allergens: Milk
Thums Up - Coca-Cola - 1.25 l,drinks,0 g,9.7 g,9.5 g,0 g,0 g,0.055 g,Nutri-Score E,Allergens: Milk
Coca Cola,drinks,0 g,11 g,11 g,0 g,0 g,?,Not available,Allergens: Milk
Coca Cola,drinks,0 g,11 g,11 g,0 g,0 g,?,Not available,Not available
Pepsi Cola 250ml Can - Pepsico - 12,drinks,Not available,Not available,Not available,Not available,Not available,Not available,Ultra-processed foods,Not available
Thums Up - Coca-Cola - 1.25 l,drinks,0 g,9.7 g,9.5 g,0 g,0 g,0.055 g,Nutri-Score E,Not available
Ocean Fruit drink Mango & Passion fruit Flv 500ml - 2,drinks,0.5 g,10 g,10 g,0 g,0 g,?,Not available,Not available
Ocean Fruit drink Peach passion fruit flavour 500ml - 5,drinks,,,,,,,Not available,Not available
Nimbooz - 7up - 350ml,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 56/100),Not available
SMOODH CHOCLATE FLAVORED MILK - 150 ML,drinks,2.3 g,14.6 g,7 g,1.2 g,?,0.17 g,Nutri-Score E,Allergens: Milk
Monster Energy Drink 350ml - 5,drinks,0 g,12 g,11.1 g,0 g,-,0.193 g,Nutri-Score E,Allergens: Milk
Glucon-D Regular - 125 g,drinks,0 g,90 g,0 g,0 g,?,0 g,Nutri-Score not-applicable,Allergens: Milk
Frooti mango drink - parle Agro - 150ml,drinks,0 g,16.2 g,15.5 g,0 g,?,0.05 g,Average impact of products of the same category: B (Score: 64/100),Allergens: Milk
Yakult - 65ml,drinks,0.8 g,11.5 g,10.5 g,0 g,?,0 g,Average impact of products of the same category: D (Score: 38/100),Allergens: Milk
Pepsi Brand Mirinda orange flv 2ltr - Pepsico - 18,drinks,0 g,13.8 g,13.8 g,0 g,0 g,0.015 g,Nutri-Score E,Allergens: Milk
Sprite Lemon Lime flv Coke Brand 2ltr - कोका कोला क - 9,drinks,?,12.2 g,11.7 g,?,?,25.65 g,Ultra-processed foods,Allergens: Milk
Mirinda - PepsiCo Inc. - 250 ml,drinks,?,13.8 g,13.8 g,?,?,15.24 g,Ultra-processed foods,Allergens: Milk
maaza - coco-cola - 200ml,drinks,0 g,12.5 g,12.3 g,0 g,0 g,0 g,Nutri-Score E,Allergens: Milk
Lehar Soda 750ml pet - Pepsico,drinks,?,?,Not available,?,?,?,Unprocessed or minimally processed foods,Allergens: Milk
Pepsi - Pepsico - 1 8902080104024,drinks,0 g,10.9 g,10.9 g,0 g,?,?,Not available,Allergens: Milk
Herbalife Nutrition Afresh Energy Drink Mix,drinks,5 g,83 g,11 g,?,?,0.25 g,Ultra-processed foods,Allergens: Milk
Sting Blue Current - PepsiCo - 250 ml,drinks,0 g,6.8 g,6.8 g,0 g,?,0.078 g,Nutri-Score E,Allergens: Milk
8902346050287,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Smoodh Lassi - 180ml,drinks,1.6 g,15.6 g,13.4 g,1 g,?,0.184 g,Nutri-Score E,Allergens: Milk
Apple drink - johnson and Johnson - 200 ml,drinks,0 g,12 g,12 g,0 g,?,0.292 g,Nutri-Score E,Allergens: Apple
Swing Juicier Drink Yummy Guava - Paper boat - 125 ml,drinks,?,14 g,13.5 g,?,?,0.182 g,Average impact of products of the same category: D (Score: 41/100),Allergens: Apple
Tata Gluco+ Orange - 180 ml,drinks,0 g,10.3 g,10.3 g,0 g,?,0.115 g,Nutri-Score E,Allergens: Apple
Mountain Dew - Pepsico,drinks,0 g,12.3 g,12.3 g,0 g,0 g,?,Not available,Allergens: Apple
7up - PepsiCo - 500 ml,drinks,0 g,0 g,0 g,0 g,0 g,0 g,Nutri-Score C,Allergens: Apple
Campa Lemon - Campa Cola - 500ml,drinks,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Apple
Ocean Fruit drink crispy apple flavour 500ml - 6,drinks,?,?,Not available,?,?,?,Not available,Allergens: Apple
8901262261234,drinks,3 g,4.71 g,4.71 g,0 g,0 g,0 g,Nutri-Score C,Allergens: Apple
Pepsi Cola Zero Sugar 250ml Can - pepsico - 7,drinks,?,?,0 g,0 g,?,0.013 g,Ultra-processed foods,Allergens: Apple
Mountain Dew - MEWATI 🔔 - 1.25 l,drinks,0 g,12.3 g,12.3 g,0 g,-,0.02 g,Nutri-Score E,Allergens: Apple
Amul kool elaichi 180ml - 180 ml,drinks,3.11 g,12.5 g,12.5 g,1.89 g,?,0.108 g,Nutri-Score E,Allergens: Milk
Glucon D 500g cbd - Dabur,drinks,0 g,90 g,0 g,0 g,?,0 g,Nutri-Score E,Allergens: Milk
Cadbury,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Appy fizz - Parle Agro - 600ml,drinks,0 g,14 g,13.9 g,0 g,?,?,Not available,Allergens: Milk
Campa (cola) 500ml pet,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
soya drink - sofit - 180 ml,drinks,3.22 g,1.78 g,0 g,0 g,1.11 g,0.046 g,Average impact of products of the same category: A (Score: 89/100),Allergens: Milk
Gatorade orange flv - Pepsico,drinks,Not available,Not available,Not available,Not available,Not available,Not available,Ultra-processed foods,Allergens: Milk
8902080002375,drinks,,,Not available,,,,Not available,Allergens: Milk
Coca Cola Zero Sugar - 750 ml,drinks,0 g,0 g,Not available,0 g,?,0.019 g,Nutri-Score C,Allergens: Milk
Peace Juice Drink With Real Fruit Pulp - T'Best - 238ml,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 64/100),Allergens: Milk
Badam drink mix - MTR - 500g,drinks,+93%,+730%,+963%,+40%,+32%,+26%,Average impact of products of the same category: A (Score: 79/100),Allergens: Milk
Frooti Mango Drink - Parle Agro - 150ml,drinks,0 g,16.2 g,15.7 g,0 g,?,0 g,Green-Score A,Allergens: Milk
Protein Buttermilk - Amul - 200 ml,drinks,7.5 g,4 g,4 g,0.3 g,?,0.125 g,Nutri-Score B,Allergens: Milk
Glucon-D - 300 - 200g,drinks,0 g,92 g,45 g,0 g,0 g,?,Not available,Allergens: Milk
Drink - 8901764022708 - fanta,drinks,0 g,14 g,13.79 g,0.5 g,?,?,Not available,Allergens: Milk
Charged berry bolt - Thums Up - 250 ml,drinks,0 g,15.4 g,15.3 g,0 g,0 g,0.034 g,Nutri-Score E,Allergens: Milk
Sprite Lemon drink 300ml can - 2,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Pre X5 - Doctor's Choice - 350g,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Cavin's Vanilla Milkshake - CavinKare - 200ml,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 54/100),Allergens: Milk
Limonata - Bisleri - 160 ml,drinks,0 g,11.7 g,11.5 g,0 g,0 g,0.007 g,Nutri-Score E,Not available
Campa Lemon Flv 1ltr - Reliance - 6,drinks,?,?,Not available,?,?,?,Not available,Not available
Protein Buttermilk - Amul - 200 ml,drinks,7.5 g,4 g,4 g,0.3 g,?,0.125 g,Nutri-Score B,Allergens: Milk
Sprite Lemon drink 300ml can - 2,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Frooti Mango Drink - Parle Agro - 150ml,drinks,0 g,16.2 g,15.7 g,0 g,?,0 g,Green-Score A,Allergens: Milk
Glucon-D - 300 - 200g,drinks,0 g,92 g,45 g,0 g,0 g,?,Not available,Allergens: Milk
Pre X5 - Doctor's Choice - 350g,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Gluco+ Strawberry Jelly Energy Drink - Tata,drinks,-100%,+15%,+44%,-100%,,-100%,Nutri-Score E,Allergens: Milk
Cavin's Vanilla Milkshake - CavinKare - 200ml,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 54/100),Allergens: Milk
Nutricharge Kids Nutrition Drink - 300g,drinks,23 g,59 g,39.11 g,3.5 g,?,1.428 g,Nutri-Score E,"Allergens: Milk, Soybeans"
Badam drink mix - MTR - 500g,drinks,+93%,+730%,+963%,+40%,+32%,+26%,Average impact of products of the same category: A (Score: 79/100),"Allergens: Milk, Soybeans"
ORSL Plus Electrolyte Drink Orange - Johnson & Johnson - 200 ml,drinks,0 g,12 g,11 g,0 g,?,0.292 g,Nutri-Score E,"Allergens: Milk, Soybeans"
Red bull energy drink 350ml - 3,drinks,7 g,3 g,2 g,4 g,5 g,8 g,Nutri-Score E,"Allergens: Milk, Soybeans"
Fanta Apple Delite,drinks,0 g,12.1 g,11 g,0 g,-,0.021 g,Nutri-Score E,"Allergens: Milk, Soybeans"
Ocean Fruit drink pink guava fruit flavour 500ml - 3,drinks,0.5 g,10 g,10 g,0 g,?,?,Not available,"Allergens: Milk, Soybeans"
Dhisoom - Parle Agro - 125ml,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 74/100),"Allergens: Milk, Soybeans"
Mountain dew 250ml - pepsi - 6,drinks,0 g,12.3 g,12.3 g,0 g,-,0.04 g,Nutri-Score E,"Allergens: Milk, Soybeans"
Coke - Coca-Cola - 355 ml,drinks,0 g,0 g,0 g,0 g,?,0.02 g,Nutri-Score B,"Allergens: Milk, Soybeans"
Classic Cold Coffee - Beanstalk Co,drinks,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Milk
Basil Sabja Seeds Mixed Fruit - Paper Boat - 250 ml,drinks,0 g,13.6 g,12 g,0 g,?,0.242 g,Nutri-Score E,Allergens: Milk
Budweiser Beats - AB InBev - 250ml,drinks,0 g,9 g,9 g,0 g,?,?,Not available,Allergens: Milk
Low fat chocolate - L-men - 200 ml,drinks,,,Not available,,,,Not available,Allergens: Milk
Frooti Mango Drink 1.2ltr - 15,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
glucon D - zydus wellness - 1kg,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Coca Cola Zero Sugar,drinks,0 g,0 g,0 g,0 g,?,0.013 g,Nutri-Score B,Allergens: Milk
Almond Milk - Raw Pressery,drinks,-57%,-81%,,,-3%,-80%,Average impact of products of the same category: A (Score: 79/100),Allergens: Milk
Soya Chocolate Flavor Drink - Hershey's Sofit - 1L,drinks,3.2 g,12.3 g,10.2 g,0.18 g,1.2 g,0.292 g,Nutri-Score C,Allergens: Milk
Nescafe Iced Latte - 180ml,drinks,3 g,12.1 g,8.5 g,2.4 g,0 g,0.082 g,Nutri-Score E,Allergens: Milk
Pasteurized Toned Milk - PDDP - 475 ml,drinks,3.3 g,5 g,Not available,0.07 g,0 g,0.095 g,Unprocessed or minimally processed foods,Allergens: Milk
Sofit Soya Chocolate Flavor Drink - Hershey's,drinks,3.22 g,12.2 g,10 g,0.167 g,1.22 g,0.292 g,Average impact of products of the same category: A (Score: 89/100),Allergens: Milk
mixed fruit - paperboat - 150 ml,drinks,0 g,14.8 g,11.2 g,0 g,?,0 g,Nutri-Score C,Allergens: Milk
Smoodh Chocolate - Parlē Agro - 150 ml,drinks,2.2 g,14.7 g,13.9 g,0.05 g,?,0.17 g,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Millet"
Cavins butterscotch milkshake - Cavin’s - 180ml,drinks,3.2 g,15 g,10.6 g,4 g,?,?,Green-Score C,"Allergens: Milk, Nuts"
Chocolate Oat Drink - Oatey - 200ml,drinks,1 g,8.6 g,9.8 g,0.7 g,1.5 g,0.112 g,Average impact of products of the same category: B (Score: 72/100),"Allergens: Milk, Nuts"
Mountain Dew - 1,drinks,0 g,12.3 g,12.3 g,0 g,0 g,0.041 g,Processed foods,"Allergens: Milk, Nuts"
Sting Energy Drink - 250ml,drinks,0 g,7 g,6.8 g,0 g,?,0.102 g,Nutri-Score E,"Allergens: Milk, Nuts"
Bournvita - cadbury - 25g,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Classic Cold Coffee - Cothas - 250 ml,drinks,3.4 g,13.3 g,9 g,2.1 g,?,?,Processed foods,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Malty Original Non-Alcoholic - 160ml,drinks,0 g,9.3 g,8.6 g,0 g,0 g,0.035 g,Not available,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
The Red Edition Energy Drink - Redbull - 250ml,drinks,0 g,11 g,11 g,0 g,?,0.088 g,Nutri-Score E,"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
milk shake almond flavor - Hershey's - 180ml,drinks,3 g,29 g,25 g,2.5 g,0 g,0.258 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Nuts"
Swing+ Slurpy Mango - Paper Boat - 250 ml,drinks,0 g,15.7 g,13.7 g,0 g,?,0.008 g,Average impact of products of the same category: B (Score: 64/100),"Allergens: Milk, Nuts"
Belgian Chocolate Milkshake - Cavin's - 170ml,drinks,5.8 g,27 g,25.1 g,0.1 g,?,0.402 g,Nutri-Score E,Allergens: Milk
ots - mtr - 48g,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 47/100),Allergens: Milk
Horlicks Classic Malt - 200g,drinks,11 g,79 g,13.5 g,1.4 g,-,1 g,Nutri-Score E,Allergens: Milk
Classic Lemonade - Cravova,drinks,0 g,11.5 g,11 g,0 g,?,0.05 g,Nutri-Score E,Allergens: Milk
Soya Drink Vanilla Flavour - sofit - 200 ml,drinks,3.2 g,12.6 g,11.8 g,0 g,1 g,0.295 g,Average impact of products of the same category: A (Score: 89/100),Allergens: Milk
Dexolac 1 - Nutricia - 200 g,drinks,10.5 g,60.5 g,42.5 g,0.7 g,?,0.425 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Soybeans"
Paper Boat Apple Drink 150ml - 150 ml,drinks,0 g,13.8 g,12 g,0 g,0 g,0.146 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Soybeans"
Black - Pepsi - Bottle of 600ml,drinks,0 g,0 g,0 g,0 g,0 g,0.006 g,Nutri-Score C,"Allergens: Milk, Soybeans"
Apple drinks - Bilz - 300 ml,drinks,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Kenty's Badam Flavoured Milk - 200 ml,drinks,?,?,8 g,?,?,?,Ultra-processed foods,Not available
Horlicks Classic Malt - 200g,drinks,11 g,79 g,13.5 g,1.4 g,-,1 g,Nutri-Score E,Not available
Health mix drink powder - Brawn health care - 350g,drinks,?,?,Not available,?,?,?,Not available,Not available
Black - Pepsi - Bottle of 600ml,drinks,0 g,0 g,0 g,0 g,0 g,0.006 g,Nutri-Score C,Not available
Paper Boat Apple Drink 150ml - 150 ml,drinks,0 g,13.8 g,12 g,0 g,0 g,0.146 g,Average impact of products of the same category: B (Score: 70/100),Not available
Bfizz - Fizz - 160ml,drinks,?,?,Not available,?,?,?,Processed foods,Not available
Smoodh Chocolate - Parlē Agro - 150 ml,drinks,2.2 g,14.7 g,13.9 g,0.05 g,?,0.17 g,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Millet"
Sting Energy Drink - 250ml,drinks,0 g,7 g,6.8 g,0 g,?,0.102 g,Nutri-Score E,"Allergens: Gluten, Milk, Millet"
Swing+ Slurpy Mango - Paper Boat - 250 ml,drinks,0 g,15.7 g,13.7 g,0 g,?,0.008 g,Average impact of products of the same category: B (Score: 64/100),"Allergens: Gluten, Milk, Millet"
Apple Drink - Breeo,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Millet"
Sofit Soya Drink Chocolate - 200 ml,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 89/100),"Allergens: Gluten, Milk, Millet"
Sapphire Poko Loko Lychee Flavoured Juice Drink - 300ml,drinks,?,?,Not available,?,?,?,Ultra-processed foods,"Allergens: Gluten, Milk, Millet"
Indian tonic water - Sepoy & Co.,drinks,0 g,5.4 g,4.8 g,0 g,0 g,?,Not available,"Allergens: Gluten, Milk, Millet"
"Strawberry, Chocolate, Jaggery - again - 180 ml",drinks,3 g,12 g,11 g,0.1 g,0 g,0 g,Nutri-Score C,Allergens: Milk
Thick Shake Chocolate Flavour - Godrej Jersey - 180 ml,drinks,3.2 g,17.3 g,12 g,0.05 g,?,0.11 g,Average impact of products of the same category: C (Score: 49/100),Allergens: Milk
Amul Kool Royal Elaichi Flavour,drinks,,,Not available,,,,Not available,Allergens: Milk
Kombucha - Borecha,drinks,0.08 g,2.5 g,2.5 g,0 g,9 g,0.002 g,Nutri-Score B,Allergens: Milk
Mirinda - Pepsico - 475 ml,drinks,0 g,13.8 g,13.8 g,0 g,?,0.015 g,Nutri-Score E,Allergens: Milk
Fanta - coca cola company - 750ml,drinks,0 g,0 g,13.7 g,13.7 g,-,0.056 g,Nutri-Score E,Allergens: Milk
Caravova Classic Mojito - CRAVOVA - 1 /200ml,drinks,0 g,14 g,13.6 g,0 g,0 g,0 g,Nutri-Score C,Allergens: Milk
Epigamia Refresh Lassi,drinks,1.6 g,17.3 g,14 g,0 g,-,0.107 g,Nutri-Score E,Allergens: Milk
Patanjali Mango Drink - 500ml,drinks,0.65 g,15.1 g,Not available,0 g,?,0.005 g,Processed foods,Allergens: Milk
FRUIT DRINK - PRAN - 150 ml,drinks,?,?,Not available,?,?,?,Not available,Allergens: Milk
Sweet Lassi - Thirumala - 160 ml,drinks,2.4 g,19 g,15 g,1.6 g,0 g,0.088 g,Unprocessed or minimally processed foods,Allergens: Milk
Sofit Soya Drink (Kesar Pista Flavour) - Hershey's India - 1 l,drinks,0.009 g,10.8 g,9.82 g,0 g,1.05 g,0.241 g,Green-Score A,Allergens: Soybeans
Rev - Bisleri - 160 ml,drinks,,,Not available,,,,Not available,Allergens: Soybeans
Raspberry lucozade sport,drinks,1.2 g,6.3 g,3.5 g,0 g,0 g,0.12 g,Nutri-Score E,Allergens: Soybeans
Mother Dairy Masala Chach,drinks,?,?,Not available,?,?,?,Not available,Allergens: Soybeans
Aachi Badam Drink,drinks,5.06 g,83.97 g,72.8 g,3.75 g,?,?,Not available,Allergens: Soybeans
Rajam Badam drink mix,drinks,?,?,Not available,?,?,?,Ultra-processed foods,"Allergens: Milk, Nuts"
9907480002337,drinks,,,Not available,,,,Not available,"Allergens: Milk, Nuts"
0769503153063,drinks,,+28%,Not available,,,,Average impact of products of the same category: B (Score: 74/100),"Allergens: Milk, Nuts"
coolberg high on strawberry - 330ml,drinks,0 g,8.6 g,2.95 g,0 g,?,0.007 g,Nutri-Score D,Allergens: Gluten
Two Brothers Thandai Drink Mix - 150g,drinks,,,Not available,,,,Ultra-processed foods,Allergens: Nuts
Campa energy drink 200ml,drinks,?,?,Not available,?,?,?,Not available,Allergens: Nuts
Pepsi - 500ml,drinks,Not available,Not available,Not available,Not available,Not available,Not available,Ultra-processed foods,Allergens: Nuts
Almond milk unsweetened - So Good,drinks,0.6 g,0.3 g,0.1 g,0 g,0.3 g,0.09 g,Average impact of products of the same category: A (Score: 79/100),Allergens: Nuts
8901012350034,drinks,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Nuts
Protinex Original - Danone - 400 g,drinks,34 g,53.3 g,32 g,0.42 g,?,612.5 g,Nutri-Score E,Allergens: Nuts
glucose D - pure,drinks,?,?,Not available,?,?,?,Average impact of products of the same category: C (Score: 47/100),Allergens: Nuts
Appy - parle agro - 160ml,drinks,0 g,15.8 g,15.8 g,0 g,0 g,?,Not available,Allergens: Nuts
Almond Drink,drinks,-32%,-97%,-97%,-30%,,,Average impact of products of the same category: A (Score: 79/100),Allergens: Nuts
Sofit Soya Drink Vanilla Flavour - Hershey's - 1l,drinks,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Soybeans
Coca-Cola 33cl - 330 ml,drinks,0 g,10.6 g,10.6 g,0 g,?,0 g,Nutri-Score E,Allergens: Soybeans
Yogurt Drink Mango - YoPop,drinks,3.59 g,11.4 g,8.45 g,0 g,?,0.122 g,Not available,Allergens: Soybeans
Smoodh - parley Agro - 80ml,drinks,3.42 g,15.33 g,16.35 g,1.5 g,0 g,0.2 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
pio pulpy mix fruit pulp juice - pip pulpy - 150,drinks,,,Not available,,,,Average impact of products of the same category: B (Score: 74/100),"Allergens: Gluten, Milk"
00708863,drinks,,,Not available,,,,Not available,"Allergens: Gluten, Milk"
Protein Lassi - Mango flavour - Amul - 250 ml,drinks,6 g,12.6 g,4 g,0.2 g,?,0.096 g,Nutri-Score C,Allergens: Milk
3948262153300,drinks,,,Not available,,,,Average impact of products of the same category: C (Score: 49/100),Not available
pink grapefruit spirulina bluwatee - ful foods - 355ml,drinks,0 g,3.82 g,0 g,0 g,0.265 g,0 g,Nutri-Score B,Not available
500 g,drinks,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Protinex Original - Danone - 400 g,drinks,34 g,53.3 g,32 g,0.42 g,?,612.5 g,Nutri-Score E,Not available
Coca-Cola 33cl - 330 ml,drinks,0 g,10.6 g,10.6 g,0 g,?,0 g,Nutri-Score E,Not available
Smoodh - parley Agro - 80ml,drinks,3.42 g,15.33 g,16.35 g,1.5 g,0 g,0.2 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
Saras Chhach - 500ml,drinks,,,Not available,,,,Not available,"Allergens: Gluten, Milk"
Gatorade zero sugar lemon lime - 500 ml,drinks,Not available,Not available,Not available,Not available,Not available,Not available,Nutri-Score A,"Allergens: Gluten, Milk"
Pepsi - 330ml,drinks,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
