name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
Shreddies -  - 600 g,chocolates,9.7 g,72.3 g,22.2 g,0.8 g,9.8 g,0.61 g,Nutri-Score C,Allergens: Gluten
"Smooth and creamy chocolate instant cappuccino coffee beverage mix, chocolate - BELLAROM - 500g",chocolates,6 g,76 g,72 g,0 g,0 g,1.5 g,Ultra-processed foods,Allergens: Milk
petit chocolat - J.D. Gross - 200 g,chocolates,7.3 g,36.7 g,30.6 g,25 g,-,< 0.1 g,Green-Score E,Allergens: Milk
Rice Cakes with Dark Chocolate Coating - Sondey - 16.5 gram,chocolates,6.9 g,58.5 g,26.5 g,3.9 g,5.7 g,0.01 g,Green-Score B,Allergens: Milk
Nestlé - 200 g (2 * 100 g),chocolates,5.3 g,59.6 g,59.4 g,19.5 g,0.5 g,0.28 g,Green-Score E,Allergens: Milk
Galette de maïs Chocolat Noir - Carrefour BIO - 100 g,chocolates,7.1 g,61 g,22 g,13 g,6.3 g,0.04 g,Processed foods,Allergens: Milk
Choco Rice - Carrefour - 375 g,chocolates,8.3 g,80 g,22 g,1.1 g,4 g,0.29 g,Average impact of products of the same category: C (Score: 45/100),Allergens: Gluten
Biscuits tablette chocolat noir - Bio Village - 150 g,chocolates,7.3 g,61 g,31 g,14 g,3.1 g,0.41 g,Green-Score C,"Allergens: Gluten, Milk"
Maxi King 3x35g - Ferrero - 105 g (3 x 35 g),chocolates,6.7 g,38.2 g,35.6 g,19 g,?,0.191 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Gluten, Milk, Nuts, Soybeans, de:milchkaramell"
Quality Street - Nestlé - 480 g,chocolates,3.7 g,66.6 g,56.9 g,12.3 g,1.3 g,0.23 g,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans"
Tesco Hazelnut Chocolate Spread 400G - 400 g,chocolates,6.1 g,53 g,48 g,7.1 g,2.9 g,0.158 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts"
mini croissant cocoa - 7 Days - 185 g,chocolates,-2%,+1%,+3%,+7%,,-5%,Average impact of products of the same category: A (Score: 89/100),"Allergens: Gluten, Milk"
Fino 85% negro - Suchard - 90 g,chocolates,10 g,24 g,14 g,30 g,13 g,0.13 g,Processed foods,"Allergens: Milk, Nuts"
Mini rolls chocolate - Balconi - 180 g,chocolates,5.3 g,53.9 g,35 g,7.6 g,?,0.33 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Kinder Joy - 20g,chocolates,0 g,60 g,50 g,15 g,0 g,0.312 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk"
Chocolate puro con almendras enteras 0% azúcares añadidos - Valor - 150 g,chocolates,9.9 g,38 g,0.51 g,17 g,?,0.06 g,Nutri-Score D,"Allergens: Nuts, Soybeans"
Bebida de soja  con chocolate - Hacendado - 1 l,chocolates,3.6 g,5.5 g,4.4 g,1.1 g,0.9 g,0 g,Green-Score A,Allergens: Soybeans
"Nesquik Cereal Riegel, Schoko - Nestlé - 25 g",chocolates,7.3 g,56.6 g,24.9 g,6.9 g,6 g,0.44 g,Nutri-Score D,"Allergens: Gluten, Milk"
Instant hot chocolate - Bellarom - 400 g,chocolates,7.3 g,75 g,60 g,4.6 g,4.9 g,?,Green-Score B,Allergens: Milk
Chocolate negro 72% cacao con almendras enteras - Hacendado - 200 g,chocolates,11 g,27 g,22 g,21 g,10 g,0 g,Nutri-Score D,Allergens: Nuts
tib Brownie - Milka - 6 x 100 g,chocolates,4.8 g,48 g,38 g,12 g,?,0.3 g,Green-Score E,"Allergens: Eggs, Gluten, Milk"
Roshen - 80 г,chocolates,7 g,55.5 g,54.2 g,18.8 g,0 g,0.19 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Soybeans"
Dark Peru 80% - Waitrose - 100g,chocolates,9.5 g,26.5 g,19.4 g,29.3 g,12.2 g,0.01 g,Nutri-Score D,Allergens: Soybeans
Oreo white - Milka - 100 g,chocolates,4.4 g,59 g,53 g,19 g,0.5 g,0.38 g,Average impact of products of the same category: D (Score: 40/100),"Allergens: Gluten, Milk, Soybeans"
MILKA  Alune intregi ceo lesnik,chocolates,8.1 g,49 g,47 g,15 g,?,0.3 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Mylk & Vanilla - 2 x 35 g,chocolates,6.7 g,35.8 g,29.6 g,30.4 g,?,0.1 g,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Soybeans"
Caramel Choc Bar - Nomo - 38g,chocolates,2 g,62 g,39 g,17 g,?,0.22 g,Nutri-Score E,"Allergens: Eggs, Gluten, Peanuts"
Ecuador dark chocolate 85% - Morrisons - 100 g,chocolates,11.1 g,23.4 g,13.8 g,30.6 g,13.8 g,0 g,Nutri-Score D,Allergens: Soybeans
Milk chocolate rice cakes - Kallo,chocolates,6.7 g,62 g,30 g,14 g,?,0.078 g,Average impact of products of the same category: B (Score: 64/100),"Allergens: Milk, Soybeans"
Chocolat poudre - Poulain - 680 g,chocolates,3.9 g,8.9 g,8.4 g,1.1 g,1.1 g,0.11 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Milk, Soybeans"
Mr Beast Bar - Milk Chocolate - MrBeast - 60 g,chocolates,+4%,+4%,-12%,+9%,-20%,-19%,Green-Score E,"Allergens: Milk, Soybeans"
Tony Chocolate Dark Hazelnut - Tony's Chocolonely,chocolates,5.9 g,47 g,44 g,18 g,?,0.01 g,Nutri-Score E,"Allergens: Nuts, Soybeans"
Milk Chocolate - Lindt Classic Recipe,chocolates,7 g,56 g,55 g,19 g,?,0.245 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Soybeans"
6111265980830,chocolates,,+41%,+58%,,,+143%,Ultra-processed foods,"Allergens: Milk, Nuts"
6111250477147,chocolates,?,?,?,?,?,?,Not available,"Allergens: Milk, Nuts"
Extra fine dark chocolate - Marks And Spencer - 115 g,chocolates,8 g,31.8 g,27 g,26.4 g,11.2 g,0.03 g,Average impact of products of the same category: D (Score: 35/100),"Allergens: Milk, Nuts"
Delinut - 750 g.,chocolates,6.4 g,52 g,51 g,7.2 g,2.9 g,0.18 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Gluten, Milk, Nuts, Peanuts, Soybeans"
Véritable Petit Écolier Pocket - LU - 250g,chocolates,6.4 g,64 g,36 g,15 g,4.1 g,0.6 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Soybeans"
Goldbears 300g - Haribo - 300 g,chocolates,6.9 g,77 g,46 g,0.1 g,?,0.07 g,Average impact of products of the same category: A (Score: 89/100),"Allergens: Apple, Kiwi, Orange"
Crunchy 3 chocolates - Carrefour - 500 g,chocolates,9.5 g,66 g,24 g,4.5 g,4.2 g,0.45 g,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, fr:avoine, fr:avoine"
Schoko Müsli - Kölln - 600 g,chocolates,11 g,61 g,22 g,4.7 g,9.1 g,0.25 g,Green-Score A,"Allergens: Gluten, Milk, Nuts"
M&M's Peanut (x3 pack) - Mars - 135 g (3 sachets de 45 g),chocolates,9.8 g,60 g,53 g,11 g,?,0.11 g,Average impact of products of the same category: D (Score: 42/100),"Allergens: Milk, Peanuts, Soybeans"
Twix Xtra Original 75g - Mars norge as - 75 g,chocolates,4.4 g,65 g,48 g,14 g,?,0.39 g,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans"
Lindt LINDOR - extra dark - 100g,chocolates,4.9 g,34 g,31 g,39 g,?,0.16 g,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans"
"NESQUIK Poudre cacaotée 12 sticks de 13,5g - Nestlé - 162 g",chocolates,5.1 g,78.9 g,75.1 g,1.6 g,7.7 g,0.41 g,Green-Score C,Allergens: Soybeans
Toblerone - Mondeléz - 35 g,chocolates,5.6 g,60.5 g,59.5 g,18 g,2.1 g,0.15 g,Average impact of products of the same category: A (Score: 76/100),"Allergens: Eggs, Milk, Nuts, Soybeans"
Alpine Milk - Milka - 270 g,chocolates,6.5 g,57 g,55 g,19 g,2.3 g,0.28 g,Green-Score E,"Allergens: Milk, Soybeans"
Biscotti con cioccolato - Schär - 3,chocolates,4.2 g,67 g,23 g,12 g,3.1 g,0.73 g,Green-Score D,"Allergens: Milk, Nuts, Soybeans"
Batido de Chocolate - Puleva - 200 ml,chocolates,3.2 g,9.5 g,9.5 g,0.8 g,?,0.18 g,Nutri-Score C,Allergens: Milk
Tortitas de arroz con chocolate - Hacendado - 122 g,chocolates,6.8 g,65 g,26 g,12 g,4.8 g,0.6 g,Average impact of products of the same category: B (Score: 64/100),"Allergens: Milk, Soybeans"
corn flakes - Kellogg's - 500g,chocolates,8 g,55 g,21 g,10 g,7 g,0.68 g,Average impact of products of the same category: A (Score: 82/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Cocoa - Asda - 250g,chocolates,20 g,8.7 g,0.5 g,13 g,28 g,0.08 g,Unprocessed or minimally processed foods,"Allergens: Gluten, Milk, Nuts, Soybeans"
Digestives Milk Chocolate - McVitie's - 433g,chocolates,6.7 g,62.2 g,29.5 g,12.4 g,3 g,1 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Milka Oreo Brownie - 100g,chocolates,+5%,-4%,-11%,+6%,,+120%,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Chocolate For Change Dark Chocolate With Orange - Coop - 100 g,chocolates,9 g,26 g,17 g,31.5 g,10 g,0.05 g,Green-Score A,Allergens: Soybeans
"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",chocolates,-41%,+2%,-8%,+65%,+46%,,Average impact of products of the same category: A (Score: 78/100),Allergens: Soybeans
"Pleni day  REDUCED SUGARS"" chocolate - Pleniday - 150 g",chocolates,7.5 g,60.9 g,15.9 g,3.9 g,6.9 g,0.25 g,Processed foods,Allergens: Gluten
Salty Dark Chocolate - Hu - 60 g,chocolates,7.8 g,36 g,22 g,27 g,?,0.9 g,Processed foods,Allergens: Gluten
Brown rice bar - riceUP - 18g,chocolates,7.5 g,61 g,23 g,15 g,7 g,0.04 g,Average impact of products of the same category: B (Score: 64/100),Allergens: Soybeans
Hacendado - 200 g,chocolates,12 g,42 g,40 g,15 g,3.4 g,0.2 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Nuts, Soybeans"
Ovomaltine - Ovomaltine Der Klassiker - 500 g,chocolates,9.5 g,78 g,51.1 g,0.9 g,4 g,0.48 g,Green-Score C,"Allergens: Gluten, Milk"
Turrón de chocolate crujiente - Hacendado - 250g,chocolates,6.9 g,58 g,48 g,11 g,3.4 g,0.2 g,Average impact of products of the same category: C (Score: 58/100),"Allergens: Milk, Nuts"
Roger classic - Sondey - 40 g,chocolates,6.2 g,58.8 g,37 g,16.3 g,?,0.4 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk"
Chocolate Negro 85% - Moser Roth - 125g,chocolates,11.2 g,20 g,14 g,31.2 g,?,0.001 g,Average impact of products of the same category: D (Score: 35/100),Allergens: Soybeans
Choco BALLS - Crownfield - 500g,chocolates,+17%,-5%,-,-50%,+24%,+2%,Nutri-Score C,Allergens: Soybeans
Tribe BAR,chocolates,13.7 g,39.2 g,21.1 g,2.37 g,15.8 g,0.204 g,Green-Score E,"Allergens: Gluten, Peanuts, Soybeans"
Hazelnut chocolate - golden rolls - 300gr,chocolates,0.2 g,74 g,47 g,9.6 g,3 g,0.17 g,Green-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans"
Moser Roth,chocolates,11 g,18 g,14 g,31 g,15 g,0.38 g,Nutri-Score D,Allergens: Soybeans
Chocolate and Peanut Butter Flavour Vitamin & Protein Bar - Fulfil - 55g 1 Bar,chocolates,36.4 g,29.1 g,2.73 g,6.91 g,5.64 g,0.218 g,Nutri-Score not-applicable,"Allergens: Milk, Peanuts"
Vanille crunch dark chocolate - Hu - 60g,chocolates,+20%,-3%,"+2,242%",+16%,-15%,+649%,Processed foods,"Allergens: Milk, Peanuts"
2x Snickers - 80g,chocolates,8.7 g,60 g,51 g,7.7 g,?,0.52 g,Nutri-Score E,"Allergens: Milk, Peanuts"
70% cacao - Valor - 100 g,chocolates,11 g,34 g,< 0.5 g,23 g,?,0.1 g,Nutri-Score D,Allergens: Soybeans
Chocolate Chip cashew - Kind - 3 x 30 g,chocolates,+56%,-49%,-69%,+39%,+52%,+29%,Nutri-Score C,"Allergens: Nuts, Peanuts"
Protein Granola Chocolate - Harvest Morn,chocolates,17.9 g,55 g,17 g,3.9 g,6.5 g,0.19 g,Green-Score A+,Allergens: Soybeans
85% Dark Chocolate - Lindt - 3.5 OZ (100g),chocolates,13.3 g,36.7 g,13.3 g,0 g,13.3 g,0.042 g,Processed foods,Allergens: Soybeans
Milk chocolate fingers - Cadbury - 114 g,chocolates,1.5 g,13 g,6.4 g,3.1 g,0.4 g,0.09 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Gaufrettes au chocolat et aux noisettes - Déciles de Kerloch - 160 g,chocolates,8 g,61.2 g,34.3 g,15.6 g,3.9 g,0.31 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Digestive chocolate con leche - Sondey - 300 g,chocolates,6 g,63 g,26 g,6 g,3.6 g,1.4 g,Green-Score B,"Allergens: Gluten, Milk, Soybeans"
Crunchy Muesli Chocolat Noisettes - Carrefour - 400 g,chocolates,11 g,55 g,2.8 g,3.9 g,13 g,0.09 g,Nutri-Score A,"Allergens: Gluten, Nuts, Soybeans, fr:avoine"
Petit-beurre Chocolat Noir - Biocoop - 150 g,chocolates,7.1 g,58 g,30 g,16 g,5.5 g,0.52 g,Processed foods,"Allergens: Gluten, Milk, Soybeans"
Alpenmilch риттер спорт молочный - Ritter Sport - 100g,chocolates,8.2 g,54 g,53 g,20 g,?,8.2 g,Green-Score C,"Allergens: Milk, Nuts, Soybeans"
Praline - Ritter Sport - 100 g,chocolates,7.3 g,54 g,51 g,14 g,?,0.12 g,Green-Score E,"Allergens: Milk, Nuts, Soybeans"
Yoghurt Strawberry Chocolate - Schogetten - 18 pieces 100g,chocolates,7.4 g,53 g,53 g,17 g,1.5 g,0.275 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
Digestive Dark Chocolate شكل جديد المدائن - McVitie's - 200 g,chocolates,6.06 g,60.6 g,25.8 g,12.1 g,4.24 g,0.75 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Carb Killa White Chocolate Cookie High Protein Bar - Grenade - 60g,chocolates,36.7 g,35 g,3.33 g,6.83 g,10 g,0.617 g,Nutri-Score not-applicable,"Allergens: Milk, Soybeans"
Choc pots - The Coconut Collab - 4 x 45 g,chocolates,2.22 g,17.8 g,15.1 g,11.8 g,2.89 g,0.067 g,Nutri-Score D,"Allergens: Nuts, Soybeans"
Dairy Free Smooth Chocolate Dessert Pots 4 x imp - Alpro - 500g,chocolates,3 g,13 g,10.5 g,0.5 g,1.1 g,0.14 g,Green-Score A+,"Allergens: Gluten, Soybeans"
Côte d'Or Lait Noisettes - 45 g,chocolates,9.56 g,44.4 g,42.2 g,14.9 g,4.44 g,0.261 g,Nutri-Score E,"Allergens: Milk, Nuts, Soybeans"
Original - Chocapic - 500 g,chocolates,8.8 g,73.6 g,22.4 g,2 g,7.5 g,0.22 g,Nutri-Score C,"Allergens: Milk, Nuts, Soybeans"
Chocolat au lait avec gaufrettes - Momento - 39 g,chocolates,7.1 g,29.2 g,6.42 g,13.75 g,?,0.01 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk, Soybeans"
Milch extra - Lindt - 100g,chocolates,6.7 g,57 g,56 g,19 g,?,0.725 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
"Nesquik - 1,1 kg e",chocolates,3.5 g,9.6 g,9.3 g,1.03 g,0.4 g,0.1 g,Average impact of products of the same category: C (Score: 54/100),Allergens: Soybeans
Petit écolier - Lu - 150 g,chocolates,6.2 g,65 g,39 g,14 g,2.8 g,0.64 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Soybeans"
Choco brownie - Milka - 150 g (6 * 25 g),chocolates,4.8 g,48 g,38 g,12 g,1.7 g,0.3 g,Average impact of products of the same category: D (Score: 44/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Milka - Oreo - 100 g,chocolates,4.8 g,56 g,49 g,20 g,1.6 g,0.33 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Classico - Pocket Coffee - 225 g,chocolates,3.5 g,57.8 g,56.6 g,13.3 g,0 g,0.046 g,Average impact of products of the same category: D (Score: 35/100),"Allergens: Milk, Soybeans"
Rollino chocolate - hazelnut - Balconi,chocolates,5.9 g,51 g,36 g,15 g,?,0.31 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
92% cacao natural - Valor - 170 g,chocolates,14 g,13 g,6.8 g,31 g,?,0.16 g,Nutri-Score D,Allergens: Soybeans
"Vitalday gallette di riso integrale ricoperte imp - Gullón - 105,2 g (4 x 2 x 13,15 g)",chocolates,7 g,64 g,22 g,11 g,5 g,0.5 g,Average impact of products of the same category: B (Score: 64/100),Allergens: Soybeans
Hacendado - 4 x 40 g,chocolates,5.4 g,65 g,31 g,12 g,3 g,0.4 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Chocolush! - Shaken Udder - 330ml,chocolates,3.3 g,10 g,8.3 g,1.4 g,0 g,0.178 g,Green-Score C,Allergens: Milk
Crunchy avena y chocolate negro - Nature Valley - 210 g,chocolates,8.7 g,61.5 g,26.8 g,3.4 g,7 g,0.65 g,Nutri-Score D,"Allergens: Soybeans, es:avenia"
High Protein Porridge Chocolate - Fuel 10K - 70g,chocolates,19 g,59.9 g,21.9 g,1.7 g,6 g,0.11 g,Nutri-Score C,Allergens: Milk
Edelbitter-Schokolade 70% Cacao - Aldi - 125g (5 x 25g),chocolates,9.5 g,34 g,28 g,26 g,12 g,0.02 g,Green-Score D,Allergens: Soybeans
Single Origin Dark Chocolate with Raspberries - Coop - 100 g,chocolates,6.6 g,47 g,42 g,22 g,?,0.01 g,Green-Score D,Allergens: Soybeans
NESTLE CHOCAPIC Céréales Petit Déjeuner 645g PRIX CHOC - 645 g,chocolates,8.6 g,73 g,25 g,1.3 g,8 g,0.22 g,Nutri-Score C,Allergens: Gluten
Lindor milk chocolate - Lindt,chocolates,?,?,?,?,?,?,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans"
Trufas café cappuccino - Lacasa,chocolates,5.6 g,44 g,43 g,32 g,?,0.2 g,Nutri-Score E,"Allergens: Gluten, Milk, Soybeans"
"Chocolate 100% Cacao, Ecológico - Torras - 100 g",chocolates,12 g,9 g,1 g,35 g,14 g,0.01 g,Nutri-Score D,Not available
Choco rice - Hacendado - 500g,chocolates,6.8 g,83 g,24 g,0.8 g,2.9 g,0.85 g,Average impact of products of the same category: C (Score: 45/100),Not available
Nesquik - Nestlé - 500g,chocolates,?,?,?,?,?,?,Green-Score C,Allergens: Soybeans
Rich and smooth dark chocolate - Choceur,chocolates,8.2 g,49 g,47 g,22 g,?,0.16 g,Green-Score D,"Allergens: Milk, Soybeans"
bars - unreal - 15.3 oz,chocolates,0 g,53.3 g,20 g,30 g,6.67 g,?,Processed foods,"Allergens: Milk, Soybeans"
Nocilla chocoleche - 620 g,chocolates,4.2 g,60 g,59 g,2.7 g,1.8 g,0.14 g,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans"
Nesquik - 300 g,chocolates,8.5 g,75.2 g,22.4 g,1.1 g,8.6 g,0.22 g,Nutri-Score C,Allergens: Gluten
Sandwich Chocolate sim gluten - Gullón - 225g,chocolates,5.7 g,63 g,25 g,7 g,6.5 g,0.35 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Soybeans
Sandwich Chocolate - Gullón - 225 g,chocolates,5.7 g,63 g,25 g,7 g,6.5 g,0.35 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Schokolade Dunkle Voll-Nuss - Ritter Sport - 100g,chocolates,8.4 g,39 g,37 g,16 g,?,0.01 g,Green-Score D,"Allergens: Milk, Nuts, Soybeans"
Digestives - Stamford Street Co. - 2 x 266 g,chocolates,6.7 g,62.5 g,28.5 g,12.4 g,3 g,0.925 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk"
Choco star chocolat au lait - BN,chocolates,5.6 g,62.5 g,29 g,11.9 g,2.2 g,0.6 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Chocolate negro 85% cacao - Lidl - 200,chocolates,+46%,-43%,-48%,+15%,,+27%,Average impact of products of the same category: D (Score: 35/100),"Allergens: Gluten, Milk, Soybeans"
"Protein Pudding, Chocolate - Alpro - 200 g",chocolates,10.2 g,7 g,4.9 g,0.8 g,1.7 g,0.42 g,Green-Score A+,Allergens: Soybeans
Chocolate Classic - Hacendado - 150 g,chocolates,6.4 g,59 g,58 g,18 g,2.5 g,0.2 g,Green-Score D,Allergens: Soybeans
Cacao soluble - Hacendado - 1 kg,chocolates,6.8 g,74 g,70 g,2 g,10 g,0.1 g,Processed foods,Allergens: Soybeans
Naked Bar Blueberry - 45g,chocolates,6.4 g,55 g,45 g,1.7 g,8.4 g,0.03 g,Nutri-Score not-applicable,Allergens: Nuts
Lindt,chocolates,?,?,?,?,?,?,Not available,Allergens: Nuts
Peanut Butter Chocolate Chip Bars - Larabar - 1.6 oz,chocolates,11 g,52.9 g,8.82 g,6.61 g,8.82 g,0.386 g,Processed foods,Allergens: Peanuts
Lindor Milk Chocolate - Lindt - 100 g,chocolates,4.7 g,44 g,43 g,35 g,?,?,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Soybeans"
Barres saveur chocolat Noir&Blanc - Gerlinéa - 372g,chocolates,21 g,27 g,12 g,4.5 g,34 g,0.35 g,Nutri-Score not-applicable,"Allergens: Gluten, Milk, Soybeans"
Fox's Milk Chocolate Rounds - 130g,chocolates,5.7 g,62 g,50 g,15 g,?,0.45 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Soybeans"
Crème à tartiner Noisette - Mille Recettes - 500 g,chocolates,4.8 g,52.1 g,?,?,?,?,Average impact of products of the same category: C (Score: 51/100),"Allergens: Milk, Nuts, Soybeans"
NESTLE LION WILD Céréales 600g - 600 g,chocolates,5.3 g,65 g,24.7 g,2.4 g,5 g,0.87 g,Average impact of products of the same category: C (Score: 45/100),"Allergens: Gluten, Milk"
Mikado chocolat au lait - Lu - 300g,chocolates,6.8 g,68 g,35 g,12 g,3.1 g,0.8 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
t ib Choco cream - Milka - 260g,chocolates,5.7 g,67.7 g,35 g,12 g,2.7 g,0.6 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Crunchy Oats Chocolate - Nature Valley - 42 g e,chocolates,8.7 g,61.5 g,26.8 g,3.4 g,6.5 g,0.65 g,Average impact of products of the same category: C (Score: 56/100),"Allergens: Gluten, Soybeans"
Sandwich de cacao con crema - Gullón - 210 g,chocolates,5 g,65 g,2.4 g,1.1 g,9 g,1 g,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans"
Bebida de avena sabor chocolate con calcio y vitaminas - Oatly - 1L,chocolates,1.3 g,11 g,6.8 g,0.2 g,1.1 g,0.16 g,Average impact of products of the same category: B (Score: 72/100),"Allergens: Gluten, Milk, Soybeans"
Digestive finas chocolate negro - Fontaneda - 170 g,chocolates,6.2 g,62 g,30 g,13 g,5.2 g,0.7 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk"
KitKat chunky - Nestlé - 40g,chocolates,3.1 g,24.1 g,19.7 g,6.4 g,?,0.036 g,Nutri-Score D,"Allergens: Gluten, Milk"
Nesquik Duo - Nestlé - 325 g,chocolates,8.4 g,74.4 g,22.1 g,1.8 g,8.1 g,0.17 g,Nutri-Score C,"Allergens: Gluten, Milk"
Belgian blonde cooking chocolate - M & S - 200v,chocolates,8.2 g,54 g,49.3 g,20.9 g,0.6 g,0.67 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
Double Chocolate Caramel Cups - Deliciously Ella - 1 x 36g,chocolates,7.3 g,50.2 g,30.2 g,15.3 g,5.1 g,0.4 g,Processed foods,"Allergens: Gluten, Milk"
